휴양지	休养胜地
고급 창병 체력	高级矛兵体力
고급 철제 포문	高级铁质炮门
고급 총병 체력	高级枪兵体力
고급 축성용 삽	高级筑城用铁锹
고급 충각 모형	高级衡角模型
고급 쾌속 항해	高级快速航海
고급 포대 레일	高级炮台轨道
고급 풀무 페달	高级风箱踏板
고급 함선 개조	高级改造舰船
고급 함선 모형	高级舰船模型
고급 함정 도안	高级陷阱图
고급 항해 가속	高级航海加速
고급 행운의 잎	高级幸运叶
고급 화약 수저	高级火药匙
고급 황금 구슬	高级黄金弹珠
고대 괴수의 창	古代怪兽的矛
관통의 레이피어	锋利的刺剑
광기의 가죽장화	狂气的皮质长靴
광기의 가죽흉갑	狂气的皮质胸甲
광물 패키지 3	矿物礼包3
광전사의 장신구	狂战士饰品
괴물게 사냥철!	狩猎蟹怪的季节!
교역 세금 감소	减少交易税
교역 항해 속도	交易航速
교역품 보관자루	交易品储存袋
금화 1,000	1,000金币
금화 2,000	2,000金币
금화 2,500	2,500金币
금화 20 증가	增加20金币
금화 3,000	3,000金币
금화 3,500	3,500金币
금화 4,000	4,000金币
금화 5,000	5,000金币
금화 6,000	6,000金币
금화 7,000	7,000金币
금화 8,000	8,000金币
금화 9,000	9,000金币
금화 상품 구매	购买金币商品
깜짝 선물 지급	发送惊喜礼物
난공불락의 요새	金城汤池
날아갈듯 가볍다	轻巧可飞
날카로운 목걸이	锋利项链
내 전투 기여도	我的战斗贡献度
네페르티티 흉상	娜芙蒂蒂胸像
농장 업그레이드	升级农场
누적 연맹 랭킹	累计联盟排名
누적 연맹 자금	累计联盟资金
다른 연맹 검색	搜索联盟
대열을 갖춰라!	保持阵型!
대포 제조 가능	可制造大炮
대현자의 수정구	大贤者的水晶球
데메테르의 축복	德墨忒尔的祝福
도시 : {0}	城市：{0}
도시 수비 성공	防守城市成功
도시 수비 실패	防守城市失败
도시 점령 성공	成功占领城市
도시 점령 실패	占领城市失败
도전 가능 횟수	可挑战次数
도전과제 완료!	挑战任务已完成!
도전의 문 승리	在挑战之门取得胜利
돛대를 노려라!	瞄准桅杆!
등대 업그레이드	升级灯塔
또다른 장인정신	另一匠人精神
랭크 명칭 변경	变更等级名称
랭킹 일간 보상	每日排名奖励
레벨 1 몬스터	1级怪物
레벨 2 몬스터	2级怪物
레벨 3 몬스터	3级怪物
레벨 4 몬스터	4级怪物
레벨 5 몬스터	5级怪物
로얄 럭키 큐브	皇家幸运魔方
마도의 원형방패	魔道圆盾
마력이 느껴진다	可以感受到魔力
마법사의 목걸이	魔法师项链
마일리지 {0}	积分{0}
매의 가죽 장갑	鹰皮质护手
매의 가죽 장화	鹰皮质长靴
매의 사슬 갑옷	鹰链盔甲
매의 사슬 투구	鹰链头盔
매의 양손 도끼	鹰双手斧
맹주 : {0}	盟主：{0}
메리골드의 마차	玛丽格尔德的马车
모두 받기 버튼	一键领取按钮
전체 함선 수리	修理所有舰船
목재 3,000	3,000木材
목재 6,000	6,000木材
몬스터 공격	攻击怪物
몬스터를 처치하면	击杀怪物
무기 제조 가능	可制造武器
무기를 들어라!	拿起武器!
무료 건설 가속	免费建设加速
무료 게임 횟수	免费游戏次数
무역의 지배자.	贸易支配者
물을 막는 장화	防水的长靴
받은 물품 목록	获得物品目录
받은 보상 확인	查看获得的奖励
배고 자면 좋다	枕着睡对身体好
배치 개수 :	布置数量:
버프 상세 정보	加成详细信息
병사 체력 증가	增加士兵体力
병영 업그레이드	升级兵营
병원 업그레이드	升级医院
장비 보관 가능	可保管装备
보관중인 자원량	保管中的资源量
보너스 {0}%	{0}%奖励
보물 획득 확률	宝物获得几率
보물의 힘 사용	使用宝物力量
보유 명예포인트	拥有名誉点数
보유 특수 능력	拥有特殊能力
부두 업그레이드	升级码头
부상병 치료하기	治疗伤兵
부에노스아이레스	布宜诺斯艾利斯
분해 장비 선택	选择分解装备
비밀번호 재확인	再次确认密码
사냥 병사 체력	狩猎士兵体力
사냥 함대 장갑	狩猎船队装甲
사냥 함대 화력	狩猎船队火力
사냥 항해 속도	狩猎航速
사용 가능 기간	使用期限
사우디 아라비아	沙特阿拉伯
상급 경험의 서	经验之书(豪华)
상급 보물 상자	高级宝箱
상륙백병전 결과	陆地白刃战结果
상륙포격전 결과	陆地炮战结果
상선 교역 가능	可进行商船交易
상점 결제 버프	商店充值加成
상품 지급 금화	奖励金币
신년 선물 상자	新年礼盒
서버 : {0}	服务器:{0}
서버 이동 성공	转服成功
서버 이전 지원	转服支援
서버/통치 연맹	服务器/统治联盟
선물 모두 받기	一键领取所有礼物
선지자의 목걸이	先知者项链
성문 수리 지원	援助修理城门
성문 업그레이드	升级城门
성전의 비단장갑	圣战丝绸护手
성전의 비단장화	圣战丝绸长靴
성채 업그레이드	升级城堡
소유 : {0}	拥有:{0}
소유 장비 목록	拥有装备列表
스킬 효과 증가	增加技能效果
승인대기인원:	等待验证人员：
시세 : {0}	市场价：{0}
시세 교역 추천	推荐行情交易
시장 업그레이드	升级市场
시즌 랭킹 보상	赛季排名奖励
시즌 종료 안내	赛季结束通知
식량 3,000	3,000粮食
식량 6,000	6,000粮食
식량 소모 감소	减少粮食消耗
신규 서버 오픈	新服开启
심해 리바이어던	深海利维坦
쓸모없는 용수철	没用的弹簧
아군 연맹 소유	归我军联盟所有
아틀란티스 메달	亚特兰蒂斯的奖牌
아틀란티스 주괴	亚特兰蒂斯的铸锭
업그레이드 완료	升级完毕
업그레이드 취소	取消升级
연구 가속 5분	研究加速(5分钟)
연구 시간 감소	缩短研究时间
연구 자원 감소	降低研究所需资源
연맹 : 기름칠	联盟:刷漆
연맹 : 조선술	联盟:造船术
연맹 가입 승인	同意加入联盟
연맹 가입 조건	联盟加入条件
연맹 공지 관리	管理联盟公告
연맹 교역 정보	联盟交易
연맹 권한 보기	查看联盟权限
연맹 기술 사용	使用联盟技能
연맹 깃발 변경	更换联盟旗帜
연맹 발전의 날	发展联盟日
연맹 보상 선물	联盟奖励礼物
연맹 선물 레벨	联盟礼物等级
연맹 설명 변경	修改联盟说明
연맹 승전 선물	联盟胜战礼物
연맹 언어 설정	设置联盟语言
연맹 은화 분배	分配联盟银币
연맹 자금 분배	分配联盟资金
연맹 정보 수정	修改联盟信息
연맹 출석 보상	联盟签到奖励
연맹 출석 현황	联盟签到现状
연맹원 지원하기	援助联盟成员
연습용 허수아비	练习用稻草人
영광의 첫 승리	光荣的首胜
영구 사용 가능	可永久使用
영웅 버프 효과	英雄加成效果
영웅이여 영원하라	英雄永垂不朽
영웅의 기상이!	英雄的气质!
영웅의 양손 검	英雄双手剑
영원불멸의 병사	永远不灭的士兵
영주 레벨 랭킹	领主等级排名
영주 상세 정보	领主详情
영주 성채 랭킹	领主城堡排名
영주 정보 공개	公开领主信息
영주 행동력 2	领主体力2点
영주 행동력 5	领主体力5点
영지 공격 성공	攻城成功
영지 공격 실패	攻城失败
영지 공격 장갑	攻城装甲
영지 공격 화력	攻城火力
영지 방어 장갑	守城装甲
영지 방어 화력	守城火力
영지 수비 성공	守城成功
영지 수비 실패	守城失败
영지 이동 안내	迁城说明
영지 정찰 경고	侦查领地提示
영지 정찰 성공	侦查领地成功
오리배 (수송함)	鸭子船(运输舰)
오리배 (장갑함)	鸭子船(装甲舰)
오리배 (포격함)	鸭子船(炮击舰)
왕립학회 연구중	皇家学院正在进行研究
외 {0}{1}	外{0}{1}
용기사의 건틀릿	龙骑士的金属护手
용맹함을 보여라	展示勇猛
위너위너치킨디너	大吉大利，旗开得胜
으윽, 분하다!	呃，气死我了!
은광 업그레이드	升级银矿
은화 1,250	1,250银币
은화 10 사용	使用10银币
은화 10 획득	获得10银币
은화 15 증가	增加15银币
은화 2,500	2,500银币
은화 25 증가	增加25银币
은화 5,000	5,000银币
이벤트 몬스터1	圣诞妖精守护者
이야기 선택하기	选择故事
이집트의 탐험가	埃及的探险家
일일과제 완료!	每日任务已完成!
자금 및 기여도	资金及贡献度
자원 패키지 A	资源礼包A
자원 패키지 B	资源礼包B
자원 획득 보고	资源获得报告
자원창고로 이동	切换到资源仓库
장비 강화 시도	试图强化装备
장비 분해 횟수	分解装备次数
장비 제작 가능	可制作装备
장비 제작 재료	制作装备材料
장비 제작 횟수	制作装备次数
재고 교역 추천	推荐库存交易
적에게 죽음을!	消灭敌人
전설의 유니콘상	传说独角兽像
전설제국#{0}	传说帝国#{0}
전쟁 보호 3일	免战3天
전쟁 보호 7일	免战7天
전쟁 보호 기록	免战记录
전투 상세 정보	战斗详情
전투력 달성하기	战斗力达到指定目标
점령 도시 포기	放弃占领城市
정예 괴수 사냥	精锐狩猎怪兽
정예 함선 개조	精锐改造舰船
정찰 방어 성공	防御侦查成功
정찰 방해 7일	妨碍侦查7天
정찰 상세 정보	侦查详情
제대로 맞았다!	正好射中了!
제작 설정 확인	确认制作设置
제작 시간 감소	缩短制作时间
제작 은화 감소	减少制作所需银币
제조 속도 증가	提高制造速度
조선소 이용하기	使用造船厂
중급 간이 병원	中级战地医院
중급 감옥 개선	中级改善监狱
중급 견고한 벽	中级坚固的墙
중급 견제 사격	中级牵制射击
중급 광맥 탐사	中级探查矿脉
중급 괴수 사냥	中级狩猎怪兽
중급 도시 해도	中级城市航海图
중급 방어 훈련	中级防御训练
중급 보급 향상	中级增加补给
중급 보물 상자	中级宝箱
중급 비상 자원	中级应急资源
중급 사냥 허가	中级狩猎许可
중급 성벽 보강	中级加固城门
중급 수확 도구	中级收获工具
중급 식단 개선	中级改善伙食
중급 압박 수비	中级压迫防守
중급 약점 간파	中级识破弱点
중급 쾌속 항해	中级快速航海
중급 포격 방해	中级妨碍炮击
중급 포문 증설	中级增设炮门
중급 포문 증축	中级增建炮门
중급 함선 개조	中级改造舰船
중급 함선 보관	中级保管舰船
중급 흥정 화술	中级讨价还价
지원 받은 함대	被援助的船队
진귀한 보물상자	珍贵的宝箱
집결 시간 단축	缩短集结时间
집결 중인 함대	集结中的船队
채집 항해 속도	采集航速
채집중인 연맹원	采集中的联盟成员
철광 업그레이드	升级铁矿
철광석 채집속도	铁采集速度
철광석 패키지2	铁礼包2
첫 충전 패키지	首充礼包
초대 수락 성공	接收邀请成功
총 교역 은화량	银币总交易量
총독 : {0}	总督：{0}
총병 체력 증가	增加枪兵体力
최근 정찰 정보	近期侦查信息
최대 레벨 확장	扩展等级上限
최대 함선 보유	拥有舰船上限
최초 연동 보상	首次绑定奖励
추가임무 완료!	追加任务已完成!
추천 인재 보기	查看推荐人才
축복 기간 만료	祝福期间到期
축복의 유니콘상	祝福独角兽像
출석 보상 목록	签到奖励目录
친구 초대 보상	首次邀请奖励
친구 초대 성공	邀请好友成功
친구 활동 보상	好友活动奖励
칭호 능력 비교	称号能力值比较
커뮤니티로 이동	转到官方论坛
킬 포인트 획득	获得挑战点数
통합제국#{0}	合并帝国#{0}
통합제국_{0}	合并帝国_{0}
특급 괴수 사냥	特级狩猎怪兽
특급 도시 해도	特级城市航海图
특급 병사 체력	特级士兵体力
특급 엄폐술 I	特级掩蔽术 I
특급 엄폐술II	特级掩蔽术 II
특급 치료술II	特级治疗术 II
특급 함선 개조	特级改造舰船
특급 함선 장갑	特级舰船装甲
특급 함선 화력	特级舰船火力
특급 협동 수리	特级协同修理
특수 능력 부여	赋予特殊能力
티어1_다이아나	1阶_黛安娜
티어1_미노타우	1阶_米诺塔
티어1_옥터퍼스	1阶_章鱼
티어1_일리아스	1阶_伊利亚斯
티어1_테리우스	1阶_蒂留斯
티어1_하미에르	1阶_海米哎鲁
티어2_사파이어	2阶_赛巴伊亚
티어2_세핀로스	2阶_萨菲罗斯
티어2_알세자르	2阶_艾斯扎尔
티어2_자르고사	2阶_扎拉高砂
티어2_제르마나	2阶_捷瑞玛娜
티어2_타멜리아	2阶_托美丽雅
티어2_필라리아	2阶_皮拉利亚
티어3_디나노바	3阶_蒂娜罗坝
티어3_로이니스	3阶_罗伊尼斯
티어3_멜로디아	3阶_麦罗迪亚
티어3_비르니아	3阶_巴罗尼亚
티어3_에밀리에	3阶_埃米莉
티어3_요세피나	3阶_约瑟菲娜
티어3_이피리엘	3阶_伊比利尔
티어3_트루시아	3阶_特鲁西亚
티어4_리크리한	4阶_里克里汉
티어4_볼케이노	4阶_火山
티어4_아낙수나	4阶_阿诺秀娜
티어4_유스티나	4阶_贾斯廷娜
티어4_이프리트	4阶_益普利特
티어4_카르니아	4阶_加罗尼亚
티어4_트레스턴	4阶_特列斯顿
티어5_라미테르	5阶_莱美特拉
티어5_미르시안	5阶_美丽西安
티어5_베로니카	5阶_维罗妮卡
티어5_사라카엘	5阶_西拉卡尔
티어5_세핀로사	5阶_三匹罗莎
티어5_엔젤리나	5阶_安吉丽娜
티어5_펠라디온	5阶_帕拉迪温
파이어 드레이크	火龙
패자의 증표 1	1霸主的信物
페르시안의 주술	波斯的咒术
페이스북 로그인	脸书登录
평화 유지 시간	保持和平时间
포로가 된 병사	被捕士兵
포세이돈의 삼지창	波塞冬三叉戟
필요 강화포인트	所需强化点数
하급 경험의 서	经验之书(初级)
하급 보물 상자	低级宝箱
한방에 황천까지	一击送往黄泉
함대 상세 정보	船队详情
함선 건조 가능	可建造舰船
함선 건조 재료	建造舰船材料
함선 건조 횟수	建造舰船次数
함선 돛 꾸미기	装饰船帆
함선 선원 관리	管理舰船船员
함선 스킨 옵션	舰船皮肤属性
함선 스킨 정보	舰船皮肤信息
함선 위치 변경	变更舰船位置
함선 이름 변경	舰船名称变更
함선 장갑 증가	增加舰船装甲
함선 정보 없음	没有舰船信息
함선 침몰 방지	防止沉船
함선 화력 증가	增加舰船火力
항해속도 증가	提高航速
해골성 꾸미기1	骷髅城装扮1
해골성 꾸미기2	骷髅城装扮2
해상백병전 결과	海上白刃战结果
해상포격전 결과	海上炮战结果
해적선 (7일)	海盗船(7天)
해적의 가죽장화	海盗的皮质长靴
해적의 가죽흉갑	海盗皮质胸甲
헐벗은 그대에게	送你一身装备
활력이 느껴진다	感到注入活力
황금빛 유니콘상	金色独角兽像
회복의 원형방패	恢复圆盾
회수 장비 확인	确认回收装备
회수한 성벽 :	撤消的城墙:
희귀 가벼운철판	稀有的轻型铁板
희귀 거래영수증	稀有的交易发票
희귀 건물설계도	稀有的建筑设计图
희귀 건조된약초	稀有的晒干的药草
희귀 괴수의이빨	稀有的怪兽的牙齿
희귀 교관의메달	稀有的教官奖牌
희귀 교수대밧줄	稀有的绞刑架之绳
희귀 기밀보고서	稀有的机密报告书
희귀 꿰뚫린투구	稀有的被射穿的头盔
희귀 대형화살촉	稀有的大型箭头
희귀 방수포조각	稀有的防水布边角料
희귀 보검손잡이	稀有的剑柄
희귀 부속주머니	稀有的附属袋
희귀 불타는포환	稀有的燃烧的炮弹
희귀 살균된붕대	稀有的无菌绷带
희귀 용골보강틀	稀有的强化龙骨模具
